Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Month-Year,Age Group,Cost per Unit,Inventory Days,Profit Margin %,Inventory Turnover
258,2023-12-04,CUST258,Female,37,Clothing,1,50,50,2023-12,Adult,37.32,14,25.36,0.07
259,2023-08-09,CUST259,Female,45,Clothing,4,50,200,2023-08,Adult,44.82,31,10.36,0.13
260,2023-07-01,CUST260,Male,28,Beauty,2,30,60,2023-07,Young Adult,24.06,26,19.8,0.08
261,2023-08-05,CUST261,Male,21,Clothing,2,25,50,2023-08,Youth,21.72,55,13.12,0.04
262,2023-07-30,CUST262,Female,32,Beauty,4,30,120,2023-07,Young Adult,22.17,65,26.1,0.06
263,2023-08-28,CUST263,Male,23,Beauty,2,30,60,2023-08,Youth,24.9,33,17.0,0.06
264,2023-01-28,CUST264,Male,47,Clothing,3,300,900,2023-01,Adult,214.7,45,28.43,0.07
265,2023-12-11,CUST265,Male,55,Clothing,3,300,900,2023-12,Senior,212.09,49,29.3,0.06
266,2023-12-01,CUST266,Female,19,Electronics,2,30,60,2023-12,Youth,24.4,61,18.67,0.03
267,2023-11-27,CUST267,Female,32,Beauty,3,30,90,2023-11,Young Adult,26.37,17,12.1,0.18
268,2023-02-20,CUST268,Female,28,Electronics,1,30,30,2023-02,Young Adult,25.74,57,14.2,0.02
269,2023-02-01,CUST269,Male,25,Clothing,4,500,2000,2023-02,Youth,431.25,61,13.75,0.07
270,2023-07-26,CUST270,Male,43,Electronics,1,300,300,2023-07,Adult,265.03,67,11.66,0.01
271,2023-06-23,CUST271,Female,62,Beauty,4,30,120,2023-06,Senior,22.87,20,23.77,0.2
272,2023-02-25,CUST272,Female,61,Electronics,2,50,100,2023-02,Senior,41.92,85,16.16,0.02
273,2023-05-08,CUST273,Female,22,Beauty,1,50,50,2023-05,Youth,39.6,24,20.8,0.04
274,2023-04-09,CUST274,Female,23,Clothing,2,500,1000,2023-04,Youth,428.92,56,14.22,0.04
275,2023-04-08,CUST275,Male,43,Clothing,2,500,1000,2023-04,Adult,447.85,16,10.43,0.12
276,2023-10-02,CUST276,Female,21,Beauty,4,25,100,2023-10,Youth,22.25,82,11.0,0.05
277,2023-08-18,CUST277,Male,36,Clothing,4,25,100,2023-08,Adult,18.08,69,27.68,0.06
278,2023-03-13,CUST278,Female,37,Clothing,4,25,100,2023-03,Adult,20.47,39,18.12,0.1
279,2023-08-05,CUST279,Male,50,Clothing,1,500,500,2023-08,Adult,389.89,58,22.02,0.02
280,2023-04-04,CUST280,Female,37,Clothing,3,500,1500,2023-04,Adult,370.67,65,25.87,0.05
281,2023-05-23,CUST281,Female,29,Beauty,4,500,2000,2023-05,Young Adult,375.71,84,24.86,0.05
282,2023-08-25,CUST282,Female,64,Electronics,4,50,200,2023-08,Senior,42.52,10,14.96,0.4
283,2023-05-08,CUST283,Female,18,Electronics,1,500,500,2023-05,Teen,381.13,69,23.77,0.01
284,2023-02-08,CUST284,Male,43,Clothing,4,50,200,2023-02,Adult,44.46,68,11.08,0.06
285,2023-08-15,CUST285,Female,31,Electronics,1,25,25,2023-08,Young Adult,20.8,74,16.8,0.01
286,2023-10-09,CUST286,Male,55,Electronics,2,25,50,2023-10,Senior,22.38,37,10.48,0.05
287,2023-02-20,CUST287,Male,54,Clothing,4,25,100,2023-02,Senior,17.73,70,29.08,0.06
288,2023-01-26,CUST288,Male,28,Clothing,4,30,120,2023-01,Young Adult,25.12,64,16.27,0.06
289,2023-11-30,CUST289,Male,53,Electronics,2,30,60,2023-11,Senior,24.69,66,17.7,0.03
290,2023-10-04,CUST290,Female,30,Beauty,2,300,600,2023-10,Young Adult,250.68,59,16.44,0.03
291,2023-01-08,CUST291,Male,60,Clothing,2,300,600,2023-01,Senior,239.69,26,20.1,0.08
292,2023-02-17,CUST292,Male,20,Beauty,4,300,1200,2023-02,Youth,221.68,23,26.11,0.17
293,2023-05-02,CUST293,Male,50,Electronics,3,30,90,2023-05,Adult,26.9,19,10.33,0.16
294,2023-03-27,CUST294,Female,23,Clothing,3,30,90,2023-03,Youth,24.96,88,16.8,0.03
295,2023-07-28,CUST295,Female,27,Beauty,3,300,900,2023-07,Young Adult,218.65,26,27.12,0.12
296,2023-09-06,CUST296,Female,22,Clothing,4,300,1200,2023-09,Youth,249.48,83,16.84,0.05
297,2023-09-04,CUST297,Female,40,Electronics,2,500,1000,2023-09,Adult,376.28,33,24.74,0.06
298,2023-04-20,CUST298,Male,27,Beauty,4,300,1200,2023-04,Young Adult,248.31,51,17.23,0.08
299,2023-07-25,CUST299,Male,61,Electronics,2,500,1000,2023-07,Senior,390.56,57,21.89,0.04
300,2023-01-31,CUST300,Female,19,Electronics,4,50,200,2023-01,Youth,39.74,46,20.52,0.09
301,2023-03-26,CUST301,Male,30,Clothing,4,30,120,2023-03,Young Adult,23.71,45,20.97,0.09
302,2023-07-14,CUST302,Male,57,Beauty,2,300,600,2023-07,Senior,225.72,38,24.76,0.05
303,2023-01-02,CUST303,Male,19,Electronics,3,30,90,2023-01,Youth,21.47,55,28.43,0.05
304,2023-07-19,CUST304,Female,37,Electronics,2,30,60,2023-07,Adult,25.77,21,14.1,0.1
305,2023-05-16,CUST305,Female,18,Beauty,1,30,30,2023-05,Teen,24.87,85,17.1,0.01
306,2023-08-21,CUST306,Male,54,Electronics,1,50,50,2023-08,Senior,36.65,24,26.7,0.04
307,2023-05-27,CUST307,Female,26,Electronics,2,25,50,2023-05,Young Adult,20.23,19,19.08,0.11
308,2023-08-05,CUST308,Female,34,Beauty,4,300,1200,2023-08,Young Adult,230.7,50,23.1,0.08
309,2023-12-23,CUST309,Female,26,Beauty,1,25,25,2023-12,Young Adult,22.46,50,10.16,0.02
310,2023-10-12,CUST310,Female,28,Beauty,1,25,25,2023-10,Young Adult,21.15,63,15.4,0.02
311,2023-12-05,CUST311,Female,32,Beauty,4,25,100,2023-12,Young Adult,19.96,59,20.16,0.07
312,2023-09-07,CUST312,Male,41,Clothing,4,30,120,2023-09,Adult,26.78,83,10.73,0.05
313,2023-03-21,CUST313,Female,55,Beauty,3,500,1500,2023-03,Senior,388.22,10,22.36,0.3
314,2023-04-08,CUST314,Male,52,Clothing,4,30,120,2023-04,Senior,26.0,63,13.33,0.06
315,2023-06-01,CUST315,Male,47,Clothing,2,30,60,2023-06,Adult,25.97,69,13.43,0.03
316,2023-04-22,CUST316,Female,48,Clothing,2,25,50,2023-04,Adult,22.25,23,11.0,0.09
317,2023-01-30,CUST317,Male,22,Electronics,3,30,90,2023-01,Youth,21.93,75,26.9,0.04
318,2023-10-24,CUST318,Male,61,Clothing,1,25,25,2023-10,Senior,18.72,14,25.12,0.07
319,2023-10-05,CUST319,Male,31,Clothing,1,500,500,2023-10,Young Adult,395.31,83,20.94,0.01
320,2023-02-01,CUST320,Female,28,Electronics,4,300,1200,2023-02,Young Adult,234.66,37,21.78,0.11
321,2023-06-10,CUST321,Female,26,Electronics,2,25,50,2023-06,Young Adult,18.2,51,27.2,0.04
322,2023-01-30,CUST322,Male,51,Electronics,1,500,500,2023-01,Senior,351.47,30,29.71,0.03
323,2023-01-26,CUST323,Female,29,Beauty,3,300,900,2023-01,Young Adult,210.81,90,29.73,0.03
324,2023-10-27,CUST324,Female,52,Electronics,3,50,150,2023-10,Senior,44.14,89,11.72,0.03
325,2023-09-02,CUST325,Female,52,Electronics,2,25,50,2023-09,Senior,20.75,79,17.0,0.03
326,2023-09-15,CUST326,Female,18,Clothing,3,25,75,2023-09,Teen,20.79,12,16.84,0.25
327,2023-09-29,CUST327,Male,57,Electronics,3,50,150,2023-09,Senior,41.52,37,16.96,0.08
328,2023-03-22,CUST328,Male,39,Beauty,2,50,100,2023-03,Adult,40.17,35,19.66,0.06
329,2023-01-30,CUST329,Female,46,Electronics,4,25,100,2023-01,Adult,17.58,50,29.68,0.08
330,2023-09-18,CUST330,Female,25,Beauty,4,50,200,2023-09,Youth,41.53,28,16.94,0.14
331,2023-02-11,CUST331,Male,28,Electronics,3,30,90,2023-02,Young Adult,23.83,12,20.57,0.25
332,2023-04-06,CUST332,Male,58,Electronics,4,300,1200,2023-04,Senior,243.27,62,18.91,0.06
333,2023-02-05,CUST333,Female,54,Electronics,4,300,1200,2023-02,Senior,210.22,10,29.93,0.4
334,2023-11-01,CUST334,Male,31,Electronics,3,300,900,2023-11,Young Adult,239.08,66,20.31,0.05
335,2023-02-04,CUST335,Female,47,Beauty,4,30,120,2023-02,Adult,24.76,40,17.47,0.1
336,2023-12-12,CUST336,Female,52,Beauty,3,50,150,2023-12,Senior,35.97,44,28.06,0.07
337,2023-05-01,CUST337,Male,38,Clothing,1,500,500,2023-05,Adult,413.68,78,17.26,0.01
338,2023-07-26,CUST338,Male,54,Beauty,2,50,100,2023-07,Senior,39.0,66,22.0,0.03
339,2023-03-03,CUST339,Female,22,Electronics,2,25,50,2023-03,Youth,22.08,25,11.68,0.08
340,2023-10-19,CUST340,Female,36,Clothing,4,300,1200,2023-10,Adult,264.94,51,11.69,0.08
341,2023-05-07,CUST341,Male,31,Clothing,4,50,200,2023-05,Young Adult,35.22,29,29.56,0.14
342,2023-10-24,CUST342,Female,43,Clothing,4,500,2000,2023-10,Adult,426.06,79,14.79,0.05
343,2023-11-01,CUST343,Male,21,Electronics,2,25,50,2023-11,Youth,17.98,90,28.08,0.02
344,2023-01-21,CUST344,Female,42,Beauty,1,30,30,2023-01,Adult,23.08,14,23.07,0.07
345,2023-11-14,CUST345,Male,62,Electronics,1,30,30,2023-11,Senior,24.97,59,16.77,0.02
346,2023-02-11,CUST346,Male,59,Clothing,2,500,1000,2023-02,Senior,360.74,52,27.85,0.04
347,2023-08-03,CUST347,Male,42,Electronics,1,25,25,2023-08,Adult,21.64,71,13.44,0.01
348,2023-12-03,CUST348,Female,35,Electronics,2,300,600,2023-12,Young Adult,253.98,66,15.34,0.03
349,2023-10-26,CUST349,Female,57,Beauty,1,50,50,2023-10,Senior,42.96,17,14.08,0.06
350,2023-10-17,CUST350,Male,25,Beauty,3,25,75,2023-10,Youth,19.26,79,22.96,0.04
351,2023-09-25,CUST351,Female,56,Clothing,3,30,90,2023-09,Senior,24.43,24,18.57,0.12
352,2023-06-11,CUST352,Male,57,Electronics,2,500,1000,2023-06,Senior,443.73,82,11.25,0.02
353,2023-05-14,CUST353,Male,31,Electronics,1,500,500,2023-05,Young Adult,352.16,59,29.57,0.02
354,2023-04-15,CUST354,Female,49,Beauty,4,50,200,2023-04,Adult,43.36,18,13.28,0.22
355,2023-12-09,CUST355,Female,55,Electronics,1,500,500,2023-12,Senior,439.57,19,12.09,0.05
356,2023-06-10,CUST356,Male,50,Electronics,3,500,1500,2023-06,Adult,380.57,12,23.89,0.25
357,2023-05-03,CUST357,Female,40,Electronics,3,25,75,2023-05,Adult,20.51,31,17.96,0.1
358,2023-05-16,CUST358,Female,32,Beauty,1,300,300,2023-05,Young Adult,216.64,36,27.79,0.03
359,2023-07-22,CUST359,Male,50,Clothing,1,50,50,2023-07,Adult,35.22,68,29.56,0.01
360,2023-03-09,CUST360,Male,42,Clothing,4,25,100,2023-03,Adult,22.17,23,11.32,0.17
361,2023-12-10,CUST361,Female,34,Electronics,4,300,1200,2023-12,Young Adult,236.77,17,21.08,0.24
362,2023-11-27,CUST362,Male,50,Clothing,1,25,25,2023-11,Adult,19.54,19,21.84,0.05
363,2023-06-03,CUST363,Male,64,Beauty,1,25,25,2023-06,Senior,19.05,70,23.8,0.01
364,2023-08-23,CUST364,Female,19,Beauty,1,500,500,2023-08,Youth,353.66,41,29.27,0.02
365,2023-06-11,CUST365,Male,31,Clothing,1,300,300,2023-06,Young Adult,262.06,28,12.65,0.04
366,2023-02-07,CUST366,Male,57,Clothing,2,50,100,2023-02,Senior,36.15,47,27.7,0.04
367,2023-01-05,CUST367,Female,57,Electronics,1,50,50,2023-01,Senior,39.96,65,20.08,0.02
368,2023-08-23,CUST368,Female,56,Clothing,4,300,1200,2023-08,Senior,255.61,17,14.8,0.24
369,2023-11-15,CUST369,Male,23,Electronics,3,500,1500,2023-11,Youth,373.86,22,25.23,0.14
370,2023-10-16,CUST370,Male,23,Electronics,2,30,60,2023-10,Youth,21.21,44,29.3,0.05
371,2023-02-21,CUST371,Female,20,Beauty,1,25,25,2023-02,Youth,19.9,74,20.4,0.01
372,2023-02-07,CUST372,Female,24,Beauty,3,500,1500,2023-02,Youth,367.43,35,26.51,0.09
373,2023-10-03,CUST373,Female,25,Beauty,2,300,600,2023-10,Youth,251.63,73,16.12,0.03
374,2023-04-20,CUST374,Female,59,Beauty,3,25,75,2023-04,Senior,21.48,51,14.08,0.06
375,2023-09-17,CUST375,Male,32,Clothing,1,50,50,2023-09,Young Adult,40.8,26,18.4,0.04
376,2023-05-16,CUST376,Female,64,Beauty,1,30,30,2023-05,Senior,24.42,82,18.6,0.01
377,2023-03-09,CUST377,Female,46,Clothing,4,50,200,2023-03,Adult,36.83,49,26.34,0.08
378,2023-06-28,CUST378,Male,50,Beauty,1,300,300,2023-06,Adult,267.98,47,10.67,0.02
379,2023-02-05,CUST379,Female,47,Clothing,1,25,25,2023-02,Adult,19.42,33,22.32,0.03
380,2023-05-06,CUST380,Male,56,Electronics,2,300,600,2023-05,Senior,262.47,66,12.51,0.03
381,2023-07-09,CUST381,Female,44,Clothing,4,25,100,2023-07,Adult,20.43,13,18.28,0.31
382,2023-05-26,CUST382,Female,53,Clothing,2,500,1000,2023-05,Senior,411.59,71,17.68,0.03
383,2023-03-22,CUST383,Female,46,Beauty,3,30,90,2023-03,Adult,25.55,61,14.83,0.05
384,2023-08-13,CUST384,Male,55,Clothing,1,500,500,2023-08,Senior,359.15,35,28.17,0.03
385,2023-10-06,CUST385,Male,50,Electronics,3,500,1500,2023-10,Adult,354.0,25,29.2,0.12
386,2023-12-27,CUST386,Female,54,Electronics,2,300,600,2023-12,Senior,212.78,32,29.07,0.06
387,2023-06-04,CUST387,Male,44,Beauty,1,30,30,2023-06,Adult,26.23,56,12.57,0.02
388,2023-11-10,CUST388,Male,50,Electronics,1,25,25,2023-11,Adult,21.57,48,13.72,0.02
389,2023-12-01,CUST389,Male,21,Clothing,2,25,50,2023-12,Youth,17.6,30,29.6,0.07
390,2023-09-28,CUST390,Male,39,Electronics,2,50,100,2023-09,Adult,42.32,25,15.36,0.08
391,2023-01-05,CUST391,Male,19,Beauty,2,25,50,2023-01,Youth,18.85,79,24.6,0.03
392,2023-12-08,CUST392,Male,27,Clothing,2,300,600,2023-12,Young Adult,259.65,61,13.45,0.03
393,2023-10-11,CUST393,Female,22,Beauty,2,500,1000,2023-10,Youth,444.34,46,11.13,0.04
394,2023-06-03,CUST394,Female,27,Clothing,1,500,500,2023-06,Young Adult,376.45,19,24.71,0.05
395,2023-12-06,CUST395,Male,50,Electronics,2,500,1000,2023-12,Adult,398.94,34,20.21,0.06
396,2023-02-23,CUST396,Female,55,Beauty,1,30,30,2023-02,Senior,21.38,25,28.73,0.04
397,2023-03-10,CUST397,Female,30,Beauty,1,25,25,2023-03,Young Adult,20.43,86,18.28,0.01
398,2023-05-16,CUST398,Female,48,Clothing,2,300,600,2023-05,Adult,240.66,87,19.78,0.02
399,2023-03-01,CUST399,Female,64,Beauty,2,30,60,2023-03,Senior,24.24,71,19.2,0.03
400,2023-02-24,CUST400,Male,53,Clothing,4,50,200,2023-02,Senior,37.57,10,24.86,0.4
401,2023-10-11,CUST401,Female,62,Clothing,1,300,300,2023-10,Senior,236.88,41,21.04,0.02
402,2023-03-21,CUST402,Female,41,Clothing,2,300,600,2023-03,Adult,250.03,19,16.66,0.11
403,2023-05-20,CUST403,Male,32,Clothing,2,300,600,2023-05,Young Adult,212.24,46,29.25,0.04
404,2023-05-25,CUST404,Male,46,Electronics,2,500,1000,2023-05,Adult,394.72,19,21.06,0.11
405,2023-11-06,CUST405,Female,25,Clothing,4,300,1200,2023-11,Youth,259.16,63,13.61,0.06
406,2023-04-18,CUST406,Female,22,Beauty,4,25,100,2023-04,Youth,18.4,19,26.4,0.21
407,2023-06-25,CUST407,Female,46,Electronics,3,300,900,2023-06,Adult,225.31,29,24.9,0.1
408,2023-04-15,CUST408,Female,64,Beauty,1,500,500,2023-04,Senior,417.91,68,16.42,0.01
409,2023-12-18,CUST409,Female,21,Electronics,3,300,900,2023-12,Youth,220.83,62,26.39,0.05
410,2023-11-21,CUST410,Female,29,Clothing,2,50,100,2023-11,Young Adult,35.3,30,29.4,0.07
411,2023-05-16,CUST411,Male,62,Electronics,4,50,200,2023-05,Senior,43.35,52,13.3,0.08
412,2023-09-16,CUST412,Female,19,Electronics,4,500,2000,2023-09,Youth,449.03,28,10.19,0.14
413,2023-09-08,CUST413,Female,44,Beauty,3,25,75,2023-09,Adult,20.88,38,16.48,0.08
414,2023-05-09,CUST414,Male,48,Beauty,4,25,100,2023-05,Adult,21.42,42,14.32,0.1
415,2023-01-27,CUST415,Male,53,Clothing,2,30,60,2023-01,Senior,22.92,16,23.6,0.12
416,2023-02-17,CUST416,Male,53,Electronics,4,500,2000,2023-02,Senior,367.1,40,26.58,0.1
417,2023-11-21,CUST417,Male,43,Electronics,3,300,900,2023-11,Adult,215.83,45,28.06,0.07
418,2023-08-05,CUST418,Female,60,Electronics,2,500,1000,2023-08,Senior,388.38,16,22.32,0.12
419,2023-05-22,CUST419,Female,44,Clothing,3,30,90,2023-05,Adult,23.95,33,20.17,0.09
420,2023-01-23,CUST420,Female,22,Clothing,4,500,2000,2023-01,Youth,443.77,19,11.25,0.21
421,2023-01-02,CUST421,Female,37,Clothing,3,500,1500,2023-01,Adult,383.16,52,23.37,0.06
422,2023-06-20,CUST422,Female,28,Clothing,3,30,90,2023-06,Young Adult,21.48,73,28.4,0.04
423,2023-03-08,CUST423,Female,27,Clothing,1,25,25,2023-03,Young Adult,19.06,71,23.76,0.01
424,2023-11-23,CUST424,Male,57,Beauty,4,300,1200,2023-11,Senior,238.47,61,20.51,0.07
425,2023-05-15,CUST425,Female,55,Electronics,4,30,120,2023-05,Senior,23.88,46,20.4,0.09
426,2023-03-24,CUST426,Male,23,Electronics,3,50,150,2023-03,Youth,36.44,53,27.12,0.06
427,2023-08-15,CUST427,Male,25,Electronics,1,25,25,2023-08,Youth,18.65,56,25.4,0.02
428,2023-10-10,CUST428,Female,40,Electronics,4,50,200,2023-10,Adult,36.25,72,27.5,0.06
429,2023-12-28,CUST429,Male,64,Electronics,2,25,50,2023-12,Senior,19.01,12,23.96,0.17
430,2023-08-07,CUST430,Female,43,Electronics,3,300,900,2023-08,Adult,220.4,16,26.53,0.19
431,2023-10-15,CUST431,Male,63,Electronics,4,300,1200,2023-10,Senior,256.26,89,14.58,0.04
432,2023-01-05,CUST432,Female,60,Electronics,2,500,1000,2023-01,Senior,371.24,53,25.75,0.04
433,2023-02-27,CUST433,Male,29,Beauty,4,50,200,2023-02,Young Adult,37.02,42,25.96,0.1
434,2023-02-08,CUST434,Female,43,Electronics,2,25,50,2023-02,Adult,21.99,34,12.04,0.06
435,2023-12-20,CUST435,Female,30,Beauty,3,300,900,2023-12,Young Adult,256.96,47,14.35,0.06
436,2023-03-18,CUST436,Female,57,Clothing,4,30,120,2023-03,Senior,21.66,35,27.8,0.11
437,2023-10-07,CUST437,Female,35,Electronics,4,300,1200,2023-10,Young Adult,214.24,81,28.59,0.05
438,2023-01-19,CUST438,Female,42,Clothing,1,30,30,2023-01,Adult,21.47,25,28.43,0.04
439,2023-07-09,CUST439,Male,50,Clothing,3,25,75,2023-07,Adult,18.47,13,26.12,0.23
440,2023-10-26,CUST440,Male,64,Clothing,2,300,600,2023-10,Senior,250.73,12,16.42,0.17
441,2023-10-10,CUST441,Male,57,Beauty,4,300,1200,2023-10,Senior,261.43,56,12.86,0.07
442,2023-03-17,CUST442,Female,60,Clothing,4,25,100,2023-03,Senior,20.71,70,17.16,0.06
443,2023-08-09,CUST443,Male,29,Clothing,2,300,600,2023-08,Young Adult,248.47,28,17.18,0.07
444,2023-03-07,CUST444,Female,61,Clothing,3,30,90,2023-03,Senior,22.73,30,24.23,0.1
445,2023-01-22,CUST445,Female,53,Electronics,1,300,300,2023-01,Senior,225.19,55,24.94,0.02
446,2023-06-07,CUST446,Male,21,Electronics,1,50,50,2023-06,Youth,41.55,23,16.9,0.04
447,2023-07-06,CUST447,Male,22,Beauty,4,500,2000,2023-07,Youth,433.36,70,13.33,0.06
448,2023-01-21,CUST448,Female,54,Beauty,2,30,60,2023-01,Senior,23.95,58,20.17,0.03
449,2023-07-03,CUST449,Male,25,Electronics,4,50,200,2023-07,Youth,37.31,32,25.38,0.12
450,2023-04-18,CUST450,Female,59,Beauty,2,25,50,2023-04,Senior,22.26,20,10.96,0.1
451,2023-12-16,CUST451,Female,45,Electronics,1,30,30,2023-12,Adult,26.28,28,12.4,0.04
452,2023-05-08,CUST452,Female,48,Clothing,3,500,1500,2023-05,Adult,377.45,67,24.51,0.04
453,2023-12-08,CUST453,Female,26,Clothing,2,500,1000,2023-12,Young Adult,424.62,70,15.08,0.03
454,2023-02-22,CUST454,Female,46,Beauty,1,25,25,2023-02,Adult,18.8,90,24.8,0.01
455,2023-07-01,CUST455,Male,31,Electronics,4,25,100,2023-07,Young Adult,20.13,56,19.48,0.07
456,2023-10-14,CUST456,Male,57,Electronics,2,30,60,2023-10,Senior,21.29,71,29.03,0.03
457,2023-07-28,CUST457,Female,58,Beauty,3,300,900,2023-07,Senior,225.52,58,24.83,0.05
458,2023-11-14,CUST458,Female,39,Electronics,4,25,100,2023-11,Adult,17.79,89,28.84,0.04
459,2023-03-21,CUST459,Male,28,Clothing,4,300,1200,2023-03,Young Adult,213.96,66,28.68,0.06
460,2023-05-02,CUST460,Male,40,Beauty,1,50,50,2023-05,Adult,35.38,11,29.24,0.09
461,2023-03-25,CUST461,Female,18,Beauty,2,500,1000,2023-03,Teen,392.21,28,21.56,0.07
462,2023-04-01,CUST462,Male,63,Electronics,4,300,1200,2023-04,Senior,268.93,72,10.36,0.06
463,2023-07-31,CUST463,Female,54,Beauty,3,500,1500,2023-07,Senior,439.53,79,12.09,0.04
464,2023-01-13,CUST464,Male,38,Electronics,2,300,600,2023-01,Adult,266.03,15,11.32,0.13
465,2023-04-02,CUST465,Female,43,Electronics,3,50,150,2023-04,Adult,38.52,63,22.96,0.05
466,2023-06-20,CUST466,Male,63,Electronics,4,25,100,2023-06,Senior,17.94,32,28.24,0.12
467,2023-07-30,CUST467,Female,53,Electronics,3,50,150,2023-07,Senior,42.04,40,15.92,0.08
468,2023-12-09,CUST468,Male,40,Electronics,1,25,25,2023-12,Adult,18.41,64,26.36,0.02
469,2023-05-08,CUST469,Male,18,Beauty,3,25,75,2023-05,Teen,20.04,12,19.84,0.25
470,2023-05-17,CUST470,Female,57,Clothing,2,500,1000,2023-05,Senior,433.46,85,13.31,0.02
471,2023-03-23,CUST471,Male,32,Clothing,3,50,150,2023-03,Young Adult,38.51,85,22.98,0.04
472,2023-12-26,CUST472,Female,38,Beauty,3,300,900,2023-12,Adult,245.5,48,18.17,0.06
473,2023-02-25,CUST473,Male,64,Beauty,1,50,50,2023-02,Senior,37.37,47,25.26,0.02
474,2023-07-15,CUST474,Female,26,Clothing,3,500,1500,2023-07,Young Adult,393.68,61,21.26,0.05
475,2023-01-20,CUST475,Male,26,Clothing,3,25,75,2023-01,Young Adult,18.7,14,25.2,0.21
476,2023-08-29,CUST476,Female,27,Clothing,4,500,2000,2023-08,Young Adult,370.08,50,25.98,0.08
477,2023-04-24,CUST477,Male,43,Clothing,4,30,120,2023-04,Adult,25.25,36,15.83,0.11
478,2023-04-13,CUST478,Female,58,Clothing,2,30,60,2023-04,Senior,24.55,12,18.17,0.17
479,2023-08-24,CUST479,Male,52,Electronics,4,300,1200,2023-08,Senior,260.43,51,13.19,0.08
480,2023-06-29,CUST480,Female,42,Beauty,4,500,2000,2023-06,Adult,378.13,60,24.37,0.07
481,2023-06-06,CUST481,Female,43,Electronics,4,300,1200,2023-06,Adult,260.38,10,13.21,0.4
482,2023-04-27,CUST482,Female,28,Clothing,4,300,1200,2023-04,Young Adult,258.19,78,13.94,0.05
483,2023-04-25,CUST483,Male,55,Clothing,1,30,30,2023-04,Senior,25.66,54,14.47,0.02
484,2023-01-13,CUST484,Female,19,Clothing,4,300,1200,2023-01,Youth,253.62,79,15.46,0.05
485,2023-12-04,CUST485,Male,24,Electronics,1,30,30,2023-12,Youth,26.37,73,12.1,0.01
486,2023-04-09,CUST486,Female,35,Electronics,1,25,25,2023-04,Young Adult,19.56,62,21.76,0.02
487,2023-07-24,CUST487,Male,44,Clothing,4,500,2000,2023-07,Adult,391.21,25,21.76,0.16
488,2023-06-18,CUST488,Female,51,Electronics,3,300,900,2023-06,Senior,248.44,42,17.19,0.07
489,2023-05-23,CUST489,Male,44,Electronics,1,30,30,2023-05,Adult,22.39,56,25.37,0.02
490,2023-02-05,CUST490,Male,34,Clothing,3,50,150,2023-02,Young Adult,41.93,52,16.14,0.06
491,2023-05-23,CUST491,Female,60,Electronics,3,300,900,2023-05,Senior,238.66,82,20.45,0.04
492,2023-06-29,CUST492,Male,61,Beauty,4,25,100,2023-06,Senior,18.1,24,27.6,0.17
493,2023-11-25,CUST493,Male,41,Beauty,2,25,50,2023-11,Adult,19.05,14,23.8,0.14
494,2023-09-18,CUST494,Female,42,Beauty,4,50,200,2023-09,Adult,41.44,51,17.12,0.08
495,2023-07-24,CUST495,Male,24,Beauty,2,30,60,2023-07,Youth,25.01,73,16.63,0.03
496,2023-12-14,CUST496,Male,23,Clothing,2,300,600,2023-12,Youth,251.82,18,16.06,0.11
497,2023-10-02,CUST497,Male,41,Clothing,4,30,120,2023-10,Adult,23.96,55,20.13,0.07
498,2023-06-19,CUST498,Female,50,Clothing,4,25,100,2023-06,Adult,18.02,41,27.92,0.1
499,2023-01-15,CUST499,Male,46,Beauty,2,30,60,2023-01,Adult,21.37,74,28.77,0.03
500,2023-03-01,CUST500,Female,60,Beauty,4,25,100,2023-03,Senior,18.26,59,26.96,0.07
501,2023-05-14,CUST501,Male,39,Electronics,2,30,60,2023-05,Adult,25.77,49,14.1,0.04
502,2023-04-02,CUST502,Male,43,Electronics,3,50,150,2023-04,Adult,41.93,45,16.14,0.07
503,2023-10-25,CUST503,Male,45,Beauty,4,500,2000,2023-10,Adult,434.96,52,13.01,0.08
504,2023-05-16,CUST504,Female,38,Beauty,3,50,150,2023-05,Adult,38.39,55,23.22,0.05
505,2023-01-20,CUST505,Male,24,Beauty,1,50,50,2023-01,Youth,35.34,38,29.32,0.03
506,2023-02-25,CUST506,Male,34,Beauty,3,500,1500,2023-02,Young Adult,395.89,78,20.82,0.04
507,2023-11-02,CUST507,Female,37,Electronics,3,500,1500,2023-11,Adult,443.73,24,11.25,0.12
508,2023-08-11,CUST508,Male,58,Beauty,2,300,600,2023-08,Senior,234.85,62,21.72,0.03
509,2023-06-26,CUST509,Female,37,Electronics,3,300,900,2023-06,Adult,229.86,87,23.38,0.03
510,2023-06-10,CUST510,Female,39,Beauty,4,50,200,2023-06,Adult,39.11,79,21.78,0.05
511,2023-08-12,CUST511,Male,45,Beauty,2,50,100,2023-08,Adult,35.6,50,28.8,0.04
512,2023-11-07,CUST512,Female,57,Beauty,1,25,25,2023-11,Senior,20.11,58,19.56,0.02
513,2023-09-19,CUST513,Male,24,Electronics,4,25,100,2023-09,Youth,20.08,58,19.68,0.07
514,2023-03-01,CUST514,Female,18,Electronics,1,300,300,2023-03,Teen,238.61,65,20.46,0.02
515,2023-07-17,CUST515,Female,49,Clothing,3,300,900,2023-07,Adult,261.73,59,12.76,0.05
516,2023-10-23,CUST516,Male,30,Beauty,4,25,100,2023-10,Young Adult,18.46,27,26.16,0.15
